post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
huntly,2003-2007,63.00997506234414,85.86783042394015,66.625,81.42892768079801,5.866583541147132,3.1139650872817954,1107.224438902743,181.4438902743142,335.0,278.0,168.0,826.0,214.0,157.0,167.0,240.0
dunbar,1930-1949,67.5,82.69811320754717,59.4375,81.12264150943396,4.118238993710691,1.9949685534591195,669.1698113207547,164.46226415094338,209.0,219.0,296.0,1321.0,228.0,264.0,284.0,258.0
stevenston,before 1919,68.76923076923077,83.03589743589744,47.63636363636363,81.58974358974359,3.3476923076923075,1.5456410256410256,401.26153846153846,109.52307692307693,137.0,192.0,279.0,1787.0,207.0,317.0,372.0,358.0
loanhead,1965-1975,70.90666666666667,82.46666666666667,66.52173913043478,81.52,3.3040000000000003,1.3213333333333332,381.42,106.64,135.0,155.0,309.0,831.0,210.0,353.0,393.0,371.0
grangemouth,1965-1975,68.35920577617328,79.03610108303249,65.2937062937063,77.74007220216606,3.18014440433213,1.1137184115523466,389.7563176895307,88.7653429602888,125.0,201.0,405.0,918.0,344.0,384.0,386.0,428.0
anstruther,1919-1929,62.78339350180505,82.47292418772564,52.75,79.18772563176896,5.108664259927798,2.575090252707581,1102.9386281588447,182.1768953068592,289.0,283.0,308.0,1639.0,302.0,205.0,169.0,239.0
peterhead,1965-1975,70.02649507948524,85.47615442846329,67.10833333333333,83.09235427706282,4.226343679031037,2.0314912944738834,628.9280847842543,139.05147615442846,222.0,169.0,181.0,797.0,161.0,260.0,295.0,303.0
motherwell,1976-1983,72.37699845281072,81.70758122743682,70.84210526315789,80.14904589994843,2.9447137699845283,0.9650850954100051,258.190304280557,74.37029396596184,108.0,120.0,338.0,600.0,272.0,400.0,438.0,461.0
bridge of weir,1950-1964,65.23577235772358,80.6178861788618,58.92857142857143,78.45528455284553,5.071544715447154,2.1325203252032523,778.0,90.7560975609756,285.0,249.0,377.0,1348.0,325.0,245.0,254.0,423.0
perth,1919-1929,68.37348178137651,82.16869095816465,58.71830985915493,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,1359.0,289.0,313.0,302.0,310.0
arbroath,1976-1983,68.385,83.269,58.6,80.936,3.9133,1.7727,593.442,141.363,193.0,199.0,268.0,1367.0,238.0,290.0,306.0,298.0
irvine,others,71.30209481808159,84.32635060639471,87.32413793103449,83.17309812568908,3.111797133406836,1.3995589856670343,299.0606394707828,107.55678059536935,119.0,139.0,221.0,114.0,153.0,340.0,425.0,366.0
lasswade,1950-1964,66.28571428571429,83.36507936507937,60.25,82.3015873015873,4.749206349206349,2.3269841269841267,713.5238095238095,148.95238095238096,258.0,236.0,259.0,1273.0,182.0,221.0,269.0,284.0
carnoustie,1965-1975,65.5,84.32945736434108,62.23913043478261,81.82170542635659,4.656976744186046,2.3550387596899225,775.0348837209302,143.88372093023256,251.0,244.0,220.0,1143.0,197.0,219.0,257.0,293.0
glenrothes,1999-2002,67.8075117370892,83.28732394366197,68.76470588235294,81.22629107981221,4.020657276995305,1.7660093896713616,517.4084507042254,135.49859154929578,202.0,209.0,266.0,696.0,224.0,291.0,335.0,311.0
maybole,1976-1983,63.76975945017182,82.38487972508591,57.6,80.26460481099656,4.585567010309279,2.252233676975945,803.1958762886597,182.68041237113403,248.0,270.0,313.0,1419.0,268.0,229.0,248.0,237.0
isle of harris,1950-1964,58.58536585365854,86.1951219512195,19.666666666666668,80.7439024390244,7.139024390243902,3.8780487804878048,1235.780487804878,282.5853658536585,392.0,333.0,156.0,2064.0,246.0,115.0,148.0,125.0
grangemouth,2003-2007,68.35920577617328,79.03610108303249,81.42857142857143,77.74007220216606,3.18014440433213,1.1137184115523466,389.7563176895307,88.7653429602888,125.0,201.0,405.0,261.0,344.0,384.0,386.0,428.0
perth,2008 onwards,68.37348178137651,82.16869095816465,80.75,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,275.0,289.0,313.0,302.0,310.0
macduff,before 1919,65.32867132867133,83.37062937062937,50.027027027027025,81.57342657342657,4.558741258741259,2.279020979020979,743.034965034965,113.95804195804196,247.0,247.0,258.0,1725.0,208.0,226.0,267.0,349.0
innerleithen,2008 onwards,65.33333333333333,82.83783783783784,78.5,81.11711711711712,4.974774774774775,2.3774774774774774,975.3243243243244,127.75675675675676,278.0,246.0,289.0,335.0,230.0,215.0,209.0,326.0
turriff,1976-1983,64.3152709359606,88.00246305418719,59.75675675675676,81.6256157635468,5.82832512315271,3.1549261083743843,1092.2586206896551,208.8768472906404,330.0,263.0,124.0,1304.0,204.0,153.0,172.0,205.0
auchterarder,1976-1983,71.28181818181818,83.73939393939393,57.17391304347826,81.11818181818182,4.467575757575758,1.6484848484848484,523.0,132.12727272727273,241.0,142.0,247.0,1442.0,229.0,305.0,331.0,316.0
millport,before 1919,48.86363636363637,74.3409090909091,42.768115942028984,64.63636363636364,5.8522727272727275,2.3261363636363637,1662.375,230.48863636363637,333.0,409.0,424.0,1881.0,419.0,222.0,96.0,179.0
walkerburn,before 1919,67.79310344827586,77.51724137931035,55.92857142857143,77.51724137931035,3.768965517241379,1.2344827586206895,547.1379310344828,26.379310344827587,177.0,211.0,414.0,1513.0,349.0,366.0,322.0,491.0
isle of skye,before 1919,53.84577114427861,90.97014925373135,33.666666666666664,84.5223880597015,7.279601990049751,4.362686567164179,1312.6268656716418,333.5074626865672,399.0,380.0,74.0,2009.0,128.0,86.0,132.0,88.0
penicuik,1976-1983,71.0,82.96026490066225,71.54285714285714,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,569.0,206.0,330.0,407.0,360.0
duns,before 1919,58.623333333333335,82.13,44.97,78.54666666666667,6.173333333333333,3.144333333333333,1295.81,288.22,354.0,332.0,324.0,1843.0,320.0,154.0,135.0,119.0
ayrshire,others,78.21875,87.0625,85.73076923076923,88.1875,3.14375,1.45,397.96875,104.0625,121.0,86.0,138.0,161.0,93.0,332.0,376.0,384.0
larbert,others,69.93900184842883,81.94269870609982,83.67123287671232,80.39556377079482,3.420332717190388,1.3297597042513862,326.0351201478743,93.81515711645102,143.0,172.0,329.0,208.0,258.0,351.0,419.0,417.0
wick,others,61.526881720430104,85.29749103942652,82.82352941176471,80.2258064516129,6.1752688172043015,3.357706093189964,984.6666666666666,202.05376344086022,355.0,296.0,188.0,229.0,271.0,139.0,206.0,214.0
ellon,others,66.77190876350541,86.77671068427371,85.93939393939394,82.01680672268908,4.7877551020408164,2.370228091236495,705.0072028811525,193.12004801920767,263.0,228.0,143.0,155.0,190.0,217.0,270.0,221.0
alva,others,67.51776649746193,80.16243654822335,79.16666666666667,77.60913705583756,3.5583756345177666,1.2411167512690355,322.38578680203045,83.28426395939087,161.0,218.0,386.0,318.0,348.0,364.0,421.0,444.0
orkney,1992-1998,59.82766439909297,93.51927437641723,53.94117647058823,86.51700680272108,6.9800453514739225,4.3678004535147394,1172.2789115646258,319.00680272108843,384.0,318.0,56.0,1589.0,107.0,85.0,156.0,99.0
arbroath,others,68.385,83.269,88.36734693877551,80.936,3.9133,1.7727,593.442,141.363,193.0,199.0,268.0,81.0,238.0,290.0,306.0,298.0
twechar,others,81.66666666666667,92.33333333333333,83.0,93.33333333333333,1.9333333333333333,1.0,0.0,77.0,59.0,70.0,61.0,225.0,39.0,396.0,496.0,458.0
bucksburn,others,80.33333333333333,91.16666666666667,81.33333333333333,91.33333333333333,2.283333333333333,1.0,-2.0,69.5,76.0,75.0,72.0,266.0,59.0,396.0,508.0,467.0
lochgilphead,1965-1975,57.78674351585014,83.657060518732,53.07692307692308,76.73198847262248,6.219020172910663,3.1253602305475505,1156.8587896253603,361.2449567723343,357.0,344.0,249.0,1627.0,364.0,156.0,158.0,69.0
cupar,others,62.60761346998536,83.7891654465593,82.24242424242425,80.89458272327965,5.761932650073207,3.003221083455344,1078.6076134699854,170.0117130307467,326.0,287.0,244.0,245.0,242.0,166.0,178.0,250.0
kelso,1930-1949,65.44864864864864,83.29729729729729,58.666666666666664,80.3,4.613513513513514,2.2562162162162163,784.8324324324325,161.44864864864866,250.0,245.0,263.0,1363.0,266.0,228.0,251.0,264.0
west calder,1992-1998,70.90123456790124,83.9917695473251,63.8,84.07407407407408,3.882304526748971,1.639917695473251,576.8888888888889,140.74074074074073,187.0,156.0,232.0,1033.0,135.0,306.0,313.0,300.0
isle of arran,2008 onwards,49.638888888888886,83.36111111111111,66.33333333333333,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,840.0,391.0,69.0,45.0,57.0
spean bridge,others,68.76315789473684,86.78947368421052,83.0,80.8157894736842,5.868421052631579,2.2078947368421056,453.55263157894734,190.89473684210526,337.0,193.0,142.0,225.0,244.0,236.0,356.0,225.0
montrose,others,64.60932944606414,82.55685131195335,85.37142857142857,78.83236151603498,4.83731778425656,2.2690962099125365,841.9416909620991,185.06851311953352,271.0,257.0,304.0,174.0,316.0,227.0,241.0,234.0
buckie,1965-1975,65.57071547420965,84.76372712146423,60.204081632653065,83.00166389351081,4.749417637271215,2.4772046589018304,874.2079866888519,137.585690515807,259.0,243.0,209.0,1275.0,162.0,211.0,236.0,308.0
linlithgow,others,71.16071428571429,82.29464285714286,88.72727272727273,79.97767857142857,3.418080357142857,1.269419642857143,387.375,105.25446428571429,142.0,145.0,316.0,70.0,279.0,360.0,388.0,379.0
isle of arran,2003-2007,49.638888888888886,83.36111111111111,64.0,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,1013.0,391.0,69.0,45.0,57.0
bellshill,1950-1964,71.40934579439252,82.48037383177571,62.44444444444444,81.3570093457944,2.8809345794392525,1.1149532710280374,357.0,107.6355140186916,104.0,137.0,307.0,1127.0,219.0,383.0,406.0,365.0
ardrossan,1976-1983,67.52659574468085,81.24468085106383,67.75,79.06382978723404,3.814893617021277,1.6175531914893617,499.00531914893617,80.12234042553192,181.0,217.0,357.0,761.0,307.0,312.0,339.0,451.0
anstruther,1930-1949,62.78339350180505,82.47292418772564,54.04761904761905,79.18772563176896,5.108664259927798,2.575090252707581,1102.9386281588447,182.1768953068592,289.0,283.0,308.0,1587.0,302.0,205.0,169.0,239.0
clydebank,before 1919,71.70627062706271,81.03135313531354,64.28235294117647,80.57260726072607,2.8394389438943897,0.9577557755775578,298.71534653465346,69.5990099009901,101.0,133.0,365.0,994.0,249.0,401.0,426.0,466.0
isle of north uist,1965-1975,55.08163265306123,96.53061224489795,44.0,89.3061224489796,6.014285714285714,4.538775510204082,1045.3469387755101,399.61224489795916,346.0,368.0,41.0,1866.0,82.0,72.0,186.0,54.0
alva,1950-1964,67.51776649746193,80.16243654822335,62.22222222222222,77.60913705583756,3.5583756345177666,1.2411167512690355,322.38578680203045,83.28426395939087,161.0,218.0,386.0,1146.0,348.0,364.0,421.0,444.0
dingwall,1965-1975,67.02551020408163,84.08673469387755,56.361702127659576,80.94897959183673,5.001020408163265,2.219642857142857,686.1505102040817,161.95408163265307,282.0,225.0,228.0,1493.0,236.0,235.0,280.0,263.0
jedburgh,1965-1975,64.05670103092784,82.70618556701031,60.432432432432435,80.26804123711341,5.111855670103093,2.5298969072164947,865.9175257731958,119.65979381443299,290.0,267.0,294.0,1260.0,267.0,206.0,237.0,337.0
biggar,1930-1949,62.721485411140584,84.88063660477454,57.10526315789474,82.76392572944297,6.255437665782494,3.0384615384615383,1248.684350132626,199.79840848806367,359.0,284.0,201.0,1447.0,170.0,164.0,146.0,216.0
jedburgh,before 1919,64.05670103092784,82.70618556701031,49.51923076923077,80.26804123711341,5.111855670103093,2.5298969072164947,865.9175257731958,119.65979381443299,290.0,267.0,294.0,1739.0,267.0,206.0,237.0,337.0
inverkeithing,1976-1983,76.4076923076923,84.4076923076923,72.0,84.55384615384615,2.5292307692307694,0.8742307692307693,280.4423076923077,98.75769230769231,85.0,92.0,217.0,550.0,127.0,409.0,432.0,401.0
hawick,1919-1929,63.26720647773279,79.54048582995951,61.0,77.13562753036437,5.115384615384615,2.2977732793522265,938.7267206477733,106.47570850202429,291.0,273.0,396.0,1225.0,358.0,225.0,219.0,373.0
south queensferry,before 1919,72.64353312302839,83.52681388012618,55.76470588235294,82.0,3.068769716088328,1.1886435331230285,350.49842271293375,137.64984227129338,116.0,116.0,254.0,1520.0,192.0,374.0,411.0,307.0
dunbar,before 1919,67.5,82.69811320754717,48.716981132075475,81.12264150943396,4.118238993710691,1.9949685534591195,669.1698113207547,164.46226415094338,209.0,219.0,296.0,1761.0,228.0,264.0,284.0,258.0
gullane,1965-1975,71.88372093023256,83.98837209302326,57.5,82.54651162790698,4.832558139534884,2.032558139534884,647.9651162790698,85.84883720930233,270.0,129.0,233.0,1422.0,175.0,259.0,291.0,437.0
ayr,2003-2007,67.24707533926065,81.17547964436126,76.13725490196079,79.00701918577445,4.062049602246139,1.713242863827796,543.7454375292466,117.25549836218998,204.0,223.0,360.0,402.0,309.0,295.0,323.0,341.0
musselburgh,1976-1983,72.0925925925926,83.01559454191033,62.84848484848485,82.00584795321637,3.010818713450292,1.2196881091617935,387.9327485380117,106.34210526315789,113.0,123.0,281.0,1100.0,191.0,369.0,387.0,375.0
turriff,1992-1998,64.3152709359606,88.00246305418719,62.44,81.6256157635468,5.82832512315271,3.1549261083743843,1092.2586206896551,208.8768472906404,330.0,263.0,124.0,1128.0,204.0,153.0,172.0,205.0
troon,1999-2002,70.76540755467197,82.25646123260438,70.27272727272727,81.0079522862823,3.26441351888668,1.3073558648111332,406.7296222664016,95.71371769383698,131.0,157.0,317.0,624.0,233.0,355.0,368.0,410.0
tranent,1976-1983,70.41666666666667,84.13095238095238,61.421052631578945,82.94246031746032,3.4305555555555554,1.533531746031746,390.82738095238096,131.45833333333334,147.0,163.0,226.0,1198.0,164.0,320.0,384.0,319.0
lauder,1984-1991,62.839506172839506,84.19753086419753,60.833333333333336,82.80246913580247,5.806172839506173,2.8234567901234566,956.9629629629629,190.22222222222223,329.0,281.0,225.0,1234.0,169.0,183.0,213.0,226.0
kilwinning,1976-1983,69.08208955223881,83.80597014925372,65.85,82.56965174129353,3.4766169154228854,1.671641791044776,396.85074626865674,115.83582089552239,153.0,187.0,241.0,875.0,174.0,299.0,379.0,346.0
tillicoultry,1950-1964,67.57046979865771,81.22818791946308,62.3448275862069,78.46979865771812,3.7872483221476507,1.5053691275167786,534.3020134228188,124.77181208053692,178.0,216.0,358.0,1135.0,322.0,323.0,327.0,332.0
prestwick,1992-1998,66.32954545454545,80.9034090909091,71.26666666666667,78.83806818181819,4.053693181818182,1.8142045454545455,562.3636363636364,105.21306818181819,203.0,235.0,369.0,579.0,315.0,287.0,316.0,380.0
kirkwall,1950-1964,60.0748502994012,82.94610778443113,44.07142857142857,74.41916167664671,6.41437125748503,2.8257485029940117,999.6287425149701,292.7784431137725,363.0,313.0,285.0,1864.0,389.0,182.0,200.0,114.0
erskine,2003-2007,71.73529411764706,83.35,74.33333333333333,81.90294117647059,3.2358823529411764,1.249705882352941,236.39117647058825,108.86470588235294,128.0,131.0,261.0,465.0,195.0,363.0,446.0,363.0
stornoway,1976-1983,61.83766233766234,79.85064935064935,64.25,77.44805194805195,4.65974025974026,2.103896103896104,883.7142857142857,182.47402597402598,252.0,293.0,391.0,996.0,351.0,248.0,233.0,238.0
bishopton,1930-1949,82.69675925925925,88.98148148148148,59.94444444444444,89.61574074074075,2.0460648148148146,0.757175925925926,139.00694444444446,103.57638888888889,64.0,61.0,110.0,1294.0,78.0,414.0,466.0,386.0
montrose,1999-2002,64.60932944606414,82.55685131195335,66.27272727272727,78.83236151603498,4.83731778425656,2.2690962099125365,841.9416909620991,185.06851311953352,271.0,257.0,304.0,844.0,316.0,227.0,241.0,234.0
kelso,1950-1964,65.44864864864864,83.29729729729729,67.5,80.3,4.613513513513514,2.2562162162162163,784.8324324324325,161.44864864864866,250.0,245.0,263.0,775.0,266.0,228.0,251.0,264.0
bathgate,1992-1998,71.5315195753152,82.96615792966158,72.36792452830188,82.36562707365627,3.550895819508958,1.3554744525547446,346.8493696084937,106.5686794956868,160.0,134.0,283.0,535.0,181.0,342.0,412.0,372.0
inverness,1930-1949,71.83072645116441,84.76885644768856,54.90909090909091,82.83976364268335,3.586200903719152,1.4978797358359401,464.1970802919708,149.12095933263817,165.0,130.0,208.0,1556.0,166.0,325.0,353.0,282.0
tranent,before 1919,70.41666666666667,84.13095238095238,56.026315789473685,82.94246031746032,3.4305555555555554,1.533531746031746,390.82738095238096,131.45833333333334,147.0,163.0,226.0,1509.0,164.0,320.0,384.0,319.0
wishaw,before 1919,70.94546912590216,82.17161186848436,52.5,81.27425821972734,3.2540497193263835,1.2164394546912591,376.15477145148355,87.42101042502004,130.0,152.0,321.0,1652.0,221.0,370.0,398.0,433.0
anstruther,2003-2007,62.78339350180505,82.47292418772564,68.07692307692308,79.18772563176896,5.108664259927798,2.575090252707581,1102.9386281588447,182.1768953068592,289.0,283.0,308.0,743.0,302.0,205.0,169.0,239.0
tain,1965-1975,60.77777777777778,85.17241379310344,48.698412698412696,77.91187739463602,6.296551724137931,3.1,1020.080459770115,277.4942528735632,361.0,304.0,194.0,1764.0,337.0,159.0,195.0,130.0
stornoway,1950-1964,61.83766233766234,79.85064935064935,60.0,77.44805194805195,4.65974025974026,2.103896103896104,883.7142857142857,182.47402597402598,252.0,293.0,391.0,1289.0,351.0,248.0,233.0,238.0
motherwell,1999-2002,72.37699845281072,81.70758122743682,71.71929824561404,80.14904589994843,2.9447137699845283,0.9650850954100051,258.190304280557,74.37029396596184,108.0,120.0,338.0,560.0,272.0,400.0,438.0,461.0
alford,before 1919,58.85897435897436,86.18589743589743,33.06818181818182,80.98076923076923,8.367307692307692,4.524358974358974,1254.5961538461538,228.1153846153846,428.0,328.0,157.0,2015.0,235.0,74.0,145.0,182.0
kyle,1965-1975,49.310810810810814,85.27027027027027,40.888888888888886,76.52702702702703,9.025675675675675,4.914864864864865,1828.8243243243244,319.6621621621622,453.0,406.0,189.0,1916.0,365.0,62.0,76.0,98.0
stirling,1992-1998,71.9756671899529,82.90188383045526,67.624,81.20447409733124,3.510989010989011,1.3322605965463108,456.0129513343799,104.00039246467819,155.0,127.0,287.0,770.0,226.0,350.0,354.0,385.0
macduff,1950-1964,65.32867132867133,83.37062937062937,63.888888888888886,81.57342657342657,4.558741258741259,2.279020979020979,743.034965034965,113.95804195804196,247.0,247.0,258.0,1024.0,208.0,226.0,267.0,349.0
broxburn,1999-2002,71.71955128205128,83.20192307692308,68.38235294117646,82.10897435897436,3.1993589743589745,1.3112179487179487,358.77403846153845,107.4423076923077,126.0,132.0,270.0,722.0,187.0,354.0,404.0,368.0
oban,1976-1983,66.09335727109516,81.68761220825853,60.01449275362319,75.86983842010773,4.224955116696589,1.7042190305206464,641.3159784560144,200.52064631956912,221.0,240.0,342.0,1288.0,372.0,296.0,292.0,215.0
